"team","age","height","weight","gp","pts","reb","ast","net_rating","oreb_pct","dreb_pct","usg_pct","ts_pct","ast_pct"
"LAC","Veteran","Tall","Heavy","26","Low","Low","Low","Negative","Medium","Medium","Low","LowEff","Low"
"NJN","Veteran","Medium","Medium","32","Low","Low","Low","Negative","Low","Low","Medium","LowEff","Medium"
"SAC","Veteran","Medium","Medium","62","Low","Low","Low","Negative","Low","Medium","Low","Solid","Medium"
"MIN","Young","Tall","Medium","77","Medium","Medium","Low","Average","Medium","Medium","Medium","Solid","Medium"
"PHX","Veteran","Medium","Light","70","Medium","Low","High","Average","Low","Low","Medium","Elite","High"
"SAC","Prime","Tall","Medium","23","Low","Low","Low","Average","Low","Medium","Low","LowEff","Low"
"HOU","Veteran","Tall","Medium","75","Low","Medium","Low","Average","Medium","High","Medium","LowEff","Low"
"DAL","Young","Medium","Light","63","Low","Low","Low","Negative","Low","Low","Medium","LowEff","High"
"LAL","Young","Medium","Light","71","Low","Low","Low","Average","Low","Low","Medium","Solid","Medium"
"DEN","Prime","Medium","Medium","55","Medium","Medium","Low","Negative","Medium","Medium","High","Solid","Medium"
"IND","Veteran","Tall","Medium","26","Low","Low","Low","Negative","Medium","High","Low","LowEff","Low"
"LAC","Young","Medium","Medium","74","Low","Low","Low","Average","Medium","Medium","Medium","LowEff","Low"
"NYK","Prime","Medium","Medium","76","Medium","Low","Low","Average","Medium","Medium","Low","Solid","Medium"
"PHI","Young","Medium","Medium","29","Low","Low","Low","Negative","High","High","Low","LowEff","Low"
"IND","Veteran","Medium","Light","82","Low","Low","High","Average","Low","Medium","Low","Solid","High"
"GSW","Veteran","Short","Light","70","Low","Low","Medium","Average","Low","Low","Medium","Solid","High"
"MIA","Prime","Tall","Medium","31","Low","Low","Low","Negative","High","Medium","Medium","LowEff","Low"
"ORL","Prime","Medium","Medium","63","Low","Low","Low","Average","Low","Medium","Low","LowEff","Medium"
"LAL","Prime","Medium","Light","79","Medium","Low","High","Average","Low","Low","Medium","LowEff","High"
"SAC","Veteran","Tall","Medium","82","Medium","Medium","Low","Average","High","High","Medium","LowEff","Low"
"TOR","Prime","Medium","Heavy","61","Low","Low","Low","Average","High","High","Low","Solid","Medium"
"HOU","Young","Medium","Medium","57","Low","Low","Low","Average","High","Medium","Low","Solid","Low"
"DET","Veteran","Tall","Medium","79","Medium","Medium","Low","Positive","High","Medium","Medium","Solid","Low"
"MIA","Prime","Tall","Medium","80","Low","Medium","Low","Positive","High","Medium","Low","LowEff","Low"
"NYK","Veteran","Tall","Medium","78","Medium","Medium","Low","Positive","Medium","High","High","Solid","Medium"
"VAN","Prime","Tall","Medium","54","Low","Low","Low","Negative","High","Medium","Low","Solid","Medium"
"LAC","Veteran","Medium","Light","59","Low","Low","Low","Negative","Low","Low","Low","LowEff","High"
"TOR","Prime","Medium","Medium","79","Low","Medium","Low","Average","High","High","Low","Solid","Low"
"ATL","Young","Tall","Heavy","35","Low","Low","Low","Average","Medium","Medium","High","Solid","Medium"
"CHH","Veteran","Medium","Medium","41","Low","Low","Low","Average","Medium","Low","Medium","LowEff","Medium"
"DET","Young","Medium","Light","23","Low","Low","Low","Average","Low","Low","Low","LowEff","Medium"
"CHI","Prime","Medium","Light","72","Low","Low","Low","Positive","Low","Low","Low","LowEff","Medium"
"POR","Young","Tall","Medium","62","Medium","Medium","Low","Positive","Medium","Medium","Medium","Solid","Low"
"MIL","Young","Medium","Medium","82","Medium","Low","Low","Average","Low","Medium","Medium","Solid","Medium"
"GSW","Young","Medium","Medium","57","Low","Low","Low","Negative","High","Medium","Low","LowEff","Low"
"CLE","Young","Medium","Light","39","Low","Low","Low","Positive","Low","Low","Low","LowEff","High"
"SEA","Veteran","Medium","Light","37","Low","Low","Low","Positive","Low","Medium","Low","Solid","High"
"UTA","Veteran","Medium","Medium","82","High","Medium","Medium","Positive","Medium","High","High","Solid","Medium"
"ATL","Prime","Medium","Light","78","Medium","Low","Medium","Positive","Low","Medium","Medium","Solid","High"
"CLE","Veteran","Tall","Medium","70","Low","Low","Low","Average","Medium","Medium","Low","Solid","Low"
"DAL","Young","Medium","Medium","42","Low","Low","Low","Negative","High","Medium","Medium","LowEff","Medium"
"BOS","Prime","Tall","Medium","74","Low","Low","Low","Negative","Medium","Medium","Low","Solid","Medium"
"HOU","Prime","Tall","Medium","71","Low","Low","Low","Average","Low","Medium","Low","Solid","Low"
"CHH","Prime","Tall","Medium","49","Low","Low","Low","Average","High","Medium","Medium","Solid","Low"
"HOU","Prime","Medium","Light","82","Low","Low","Low","Positive","Low","Low","Low","Solid","Medium"
"GSW","Young","Medium","Light","21","Low","Low","Low","Average","Low","Low","Low","Solid","Medium"
"PHI","Veteran","Medium","Medium","82","Low","Low","Low","Negative","Medium","Medium","Low","LowEff","Low"
"DET","Prime","Medium","Medium","81","Low","Low","Low","Positive","Low","Low","Low","Solid","Low"
"DAL","Young","Medium","Medium","83","Medium","Low","Low","Negative","Low","Medium","Medium","Solid","Medium"
"BOS","Young","Short","Light","29","Low","Low","Low","Negative","Low","Low","Low","Solid","High"
"CHI","Veteran","Medium","Medium","82","High","Medium","Medium","Positive","Low","Medium","High","Solid","Medium"
"SAC","Prime","Medium","Medium","81","Low","Medium","Low","Average","High","High","Low","Solid","Medium"
"SAC","Veteran","Medium","Medium","81","High","Low","Medium","Average","Low","Low","High","Solid","Medium"
"POR","Prime","Medium","Medium","49","Low","Low","Low","Average","Low","Low","Low","LowEff","Medium"
"SAS","Prime","Medium","Medium","65","Low","Low","Low","Negative","Medium","Low","Medium","Solid","Medium"
"CHH","Veteran","Short","Light","65","Low","Low","Medium","Positive","Low","Low","Low","Solid","High"
"NJN","Prime","Medium","Medium","22","Low","Low","Low","Negative","Medium","Medium","Medium","LowEff","Medium"
"NJN","Prime","Medium","Medium","79","Low","Medium","Low","Negative","High","Medium","Low","Solid","Low"
"DEN","Young","Medium","Medium","74","Medium","Medium","Low","Negative","Medium","Medium","High","LowEff","Low"
"MIL","Veteran","Medium","Medium","80","Low","Medium","Low","Average","Medium","High","Low","Solid","Low"
"POR","Veteran","Tall","Heavy","69","Medium","Medium","Low","Positive","Medium","High","Medium","Solid","Medium"
"WAS","Prime","Medium","Medium","31","Low","Low","Low","Negative","High","High","Medium","LowEff","Low"
"SAS","Veteran","Short","Light","76","Low","Low","Medium","Negative","Low","Low","Low","LowEff","High"
"GSW","Prime","Medium","Light","49","Low","Low","Low","Negative","Low","Low","Medium","Solid","Medium"
"PHX","Young","Medium","Medium","20","Low","Low","Low","Average","High","Medium","Low","LowEff","Low"
"WAS","Young","Medium","Medium","34","Low","Low","Low","Average","High","Medium","Low","LowEff","Low"
"CLE","Prime","Medium","Medium","64","Low","Low","Low","Average","Medium","Medium","Low","LowEff","Low"
"CHI","Veteran","Tall","Medium","61","Low","Low","Low","Positive","Medium","Medium","Low","Solid","Low"
"GSW","Prime","Medium","Light","51","Low","Low","Low","Negative","Low","Low","Low","LowEff","Medium"
"VAN","Veteran","Medium","Medium","61","Low","Low","Low","Negative","Low","Medium","Medium","LowEff","Medium"
"LAC","Prime","Medium","Medium","82","Low","Medium","Low","Average","Medium","Medium","Low","Elite","Medium"
"CLE","Young","Medium","Light","82","Low","Low","Medium","Average","Low","Medium","Medium","LowEff","High"
"SAC","Prime","Short","Light","49","Low","Low","Low","Average","Low","Low","Low","LowEff","High"
"CLE","Prime","Medium","Medium","69","Medium","Low","Low","Average","Low","Medium","Medium","LowEff","Medium"
"HOU","Prime","Medium","Light","25","Low","Low","Low","Average","Low","Low","Low","Solid","Medium"
"SAC","Prime","Medium","Medium","66","Low","Medium","Low","Average","Medium","Medium","Medium","LowEff","Medium"
"LAC","Prime","Medium","Light","59","Low","Low","Low","Average","Low","Low","Medium","Solid","Medium"
"BOS","Young","Medium","Medium","82","Medium","Medium","Low","Negative","High","Medium","High","LowEff","Medium"
"DAL","Veteran","Medium","Medium","83","Low","Medium","Low","Negative","Medium","High","Low","Solid","Low"
"DET","Young","Medium","Medium","83","Low","Low","Low","Positive","Low","Medium","Low","Solid","Medium"
"VAN","Prime","Medium","Medium","33","Low","Low","Low","Negative","High","Medium","Low","Solid","Low"
"MIL","Prime","Tall","Medium","47","Low","Low","Low","Negative","Medium","Medium","Medium","LowEff","Low"
"UTA","Prime","Medium","Medium","62","Low","Low","Low","Positive","High","Medium","Low","Solid","Low"
"PHI","Prime","Medium","Medium","45","Low","Low","Low","Negative","High","High","Low","LowEff","Low"
"IND","Prime","Medium","Medium","82","Low","Medium","Low","Average","Medium","High","Medium","Solid","Low"
"NYK","Prime","Medium","Light","81","Medium","Low","Low","Average","Low","Low","Medium","Solid","Medium"
"PHI","Young","Short","Light","76","Medium","Low","Medium","Negative","Low","Low","High","LowEff","High"
"ATL","Young","Medium","Medium","30","Low","Low","Low","Negative","High","Medium","Medium","LowEff","Low"
"BOS","Veteran","Tall","Medium","53","Low","Low","Low","Negative","High","High","Low","LowEff","Low"
"UTA","Veteran","Medium","Medium","82","Low","Low","Low","Average","Medium","Medium","Medium","Solid","Low"
"MIA","Prime","Tall","Medium","66","Medium","Medium","Low","Positive","Medium","High","High","Solid","Low"
"CHH","Prime","Medium","Medium","73","Medium","High","Medium","Average","Medium","High","Low","Solid","Medium"
"DEN","Prime","Medium","Light","60","Low","Low","Low","Average","Low","Low","Low","Solid","High"
"VAN","Prime","Medium","Medium","72","Medium","Low","Low","Negative","Low","Low","Medium","LowEff","Medium"
"MIL","Veteran","Tall","Heavy","52","Low","Low","Low","Average","Medium","Medium","Low","LowEff","Low"
"GSW","Young","Tall","Medium","71","Low","Low","Low","Negative","High","Medium","Low","Solid","Low"
"ORL","Prime","Medium","Medium","59","Medium","Low","Medium","Average","Low","Low","High","Solid","High"
"LAL","Prime","Medium","Light","64","Medium","Low","Medium","Positive","Low","Low","Medium","Solid","High"
"ORL","Prime","Medium","Medium","58","Medium","Low","Low","Average","Medium","Medium","Medium","Solid","Medium"
"GSW","Veteran","Short","Light","61","Low","Low","Medium","Negative","Low","Low","Low","LowEff","High"
"ATL","Veteran","Medium","Light","70","Medium","Low","Medium","Positive","Low","Medium","Medium","LowEff","High"
"SAS","Prime","Medium","Medium","72","Low","Low","Low","Average","Medium","Low","Medium","LowEff","Medium"
"SAC","Veteran","Medium","Medium","70","Medium","Low","Medium","Average","Low","Low","High","Solid","Medium"
"MIN","Veteran","Medium","Light","25","Low","Low","Low","Average","Low","Low","Medium","LowEff","High"
"CHH","Prime","Tall","Medium","78","Low","Medium","Low","Average","High","High","Medium","Solid","Low"
"VAN","Prime","Medium","Medium","48","Low","Medium","Low","Negative","High","High","Low","Solid","Medium"
"CHI","Veteran","Medium","Medium","82","High","Medium","Low","Positive","Low","Medium","High","Solid","Medium"
"DAL","Prime","Medium","Medium","82","Medium","Low","Medium","Negative","Low","Low","High","Solid","Medium"
"MIL","Prime","Medium","Medium","82","Low","Low","Low","Average","Low","Low","Low","Solid","Medium"
"NJN","Veteran","Medium","Medium","79","Low","Low","Low","Average","High","High","Low","Solid","Low"
"LAC","Young","Medium","Medium","71","Low","Low","Low","Negative","Medium","Medium","High","Solid","Low"
"HOU","Prime","Medium","Light","78","Low","Low","Low","Average","Low","Low","Low","Solid","Medium"
"SAC","Veteran","Tall","Medium","70","Low","Medium","Low","Negative","High","High","Medium","LowEff","Medium"
"HOU","Veteran","Tall","Medium","67","Low","Low","Low","Average","Low","Medium","Low","Solid","Low"
"SAC","Young","Tall","Medium","81","Low","Medium","Low","Average","High","High","Low","LowEff","Low"
"TOR","Prime","Medium","Heavy","64","Low","Medium","Low","Negative","Medium","Medium","Low","LowEff","Medium"
"SAC","Veteran","Tall","Medium","74","Low","Medium","Low","Negative","Medium","Medium","Medium","LowEff","Medium"
"LAL","Prime","Medium","Medium","82","Low","Low","Low","Positive","Low","Medium","Low","Solid","Medium"
"POR","Prime","Medium","Light","38","Low","Low","Low","Average","Low","Low","Low","LowEff","High"
"MIA","Prime","Medium","Light","38","Low","Low","Low","Negative","Low","Low","Low","Elite","Medium"
"PHX","Prime","Medium","Light","68","Medium","Low","Low","Average","Low","Low","Medium","Solid","Medium"
"TOR","Prime","Medium","Medium","78","Low","Low","Low","Negative","Medium","Medium","Medium","LowEff","Low"
"IND","Veteran","Medium","Light","81","Medium","Low","Low","Positive","Low","Low","Medium","Elite","Medium"
"MIN","Prime","Medium","Light","57","Low","Low","Low","Positive","High","Low","Low","LowEff","Medium"
"SAS","Young","Medium","Light","62","Low","Low","Low","Positive","Low","Low","Low","LowEff","Medium"
"MIL","Young","Medium","Medium","82","Medium","Low","Medium","Average","Low","Medium","Medium","Solid","Medium"
"POR","Young","Tall","Medium","77","Medium","Medium","Low","Average","Medium","Medium","Medium","Solid","Medium"
"CHI","Prime","Medium","Light","71","Low","Low","Low","Average","Low","Low","Low","LowEff","Medium"
"DEN","Young","Tall","Heavy","39","Low","Low","Low","Negative","Medium","High","High","LowEff","Medium"
"LAC","Veteran","Medium","Light","69","Low","Low","Low","Negative","Low","Low","Low","LowEff","High"
"VAN","Prime","Tall","Medium","82","Low","Low","Low","Negative","Medium","Medium","Low","Solid","Medium"
"BOS","Veteran","Medium","Medium","33","Low","Low","Low","Average","High","Medium","Low","Solid","Medium"
"NYK","Veteran","Tall","Medium","26","Medium","Medium","Low","Positive","Medium","High","High","Solid","Low"
"MIA","Prime","Tall","Medium","74","Low","Medium","Low","Positive","High","Medium","Low","Solid","Low"
"HOU","Young","Medium","Medium","58","Low","Low","Low","Negative","Medium","Medium","Medium","Solid","Low"
"DAL","Young","Medium","Medium","41","Low","Low","Low","Average","Medium","Medium","Low","Solid","Low"
"VAN","Prime","Medium","Light","79","Low","Low","Medium","Average","Low","Low","Low","LowEff","High"
"NYK","Prime","Medium","Medium","70","Medium","Medium","Low","Average","Medium","Medium","Medium","Solid","Medium"
"LAC","Prime","Medium","Medium","79","Medium","Medium","Low","Negative","Medium","Medium","Medium","Solid","Low"
"DEN","Prime","Medium","Medium","76","Medium","Medium","Low","Negative","Medium","Medium","Medium","LowEff","Medium"
"LAL","Young","Medium","Medium","79","Medium","Low","Low","Positive","Low","Low","High","Solid","Medium"
"DEN","Young","Medium","Light","28","Low","Low","Low","Negative","Low","Low","Low","LowEff","Medium"
"DAL","Prime","Medium","Light","82","Low","Low","Low","Average","Low","Low","Medium","Solid","Medium"
"HOU","Veteran","Tall","Medium","81","Medium","Medium","Low","Average","High","High","Medium","Solid","Low"
"ORL","Prime","Medium","Light","35","Low","Low","Low","Average","Low","Low","Medium","LowEff","High"
"PHX","Veteran","Medium","Light","50","Low","Low","Medium","Positive","Low","Medium","Medium","Solid","High"
"MIN","Young","Tall","Medium","82","Medium","Medium","Medium","Average","Medium","Medium","Medium","Solid","Medium"
"ORL","Veteran","Medium","Light","39","Low","Low","Low","Average","Low","Low","Medium","LowEff","Medium"
"NJN","Young","Medium","Light","77","Medium","Low","Low","Average","Medium","Low","Medium","Solid","Medium"
"BOS","Prime","Medium","Light","61","Low","Low","Medium","Average","Low","Low","Medium","LowEff","High"
"NJN","Prime","Medium","Medium","81","Medium","Low","Low","Average","Low","Medium","Medium","LowEff","Medium"
"POR","Young","Tall","Medium","74","Low","Low","Low","Average","High","Medium","Low","LowEff","Low"
